NOC,country,Sport,gold_count,total_medals,athlete_count
URS,Russia,Archery,1,25,16
URS,Russia,Athletics,83,855,547
URS,Russia,Basketball,48,146,103
URS,Russia,Boxing,14,96,85
URS,Russia,Canoeing,54,141,96
URS,Russia,Cycling,29,151,94
URS,Russia,Diving,4,100,59
URS,Russia,Equestrianism,16,162,57
URS,Russia,Fencing,63,279,101
URS,Russia,Football,36,102,95
URS,Russia,Gymnastics,141,797,82
URS,Russia,Handball,55,99,73
URS,Russia,Hockey,0,47,41
URS,Russia,Judo,5,31,28
URS,Russia,Modern Pentathlon,13,54,19
URS,Russia,Rhythmic Gymnastics,1,2,2
URS,Russia,Rowing,23,321,261
URS,Russia,Sailing,7,110,67
URS,Russia,Shooting,17,139,85
URS,Russia,Swimming,18,471,192
URS,Russia,Synchronized Swimming,0,5,3
URS,Russia,Table Tennis,0,8,5
URS,Russia,Tennis,0,10,7
URS,Russia,Volleyball,81,141,107
URS,Russia,Water Polo,22,99,65
URS,Russia,Weightlifting,39,71,56
URS,Russia,Wrestling,62,160,129
URU,Uruguay,Art Competitions,0,8,4
URU,Uruguay,Athletics,0,57,32
URU,Uruguay,Basketball,0,81,60
URU,Uruguay,Boxing,0,36,36
URU,Uruguay,Canoe Sprint,0,1,1
URU,Uruguay,Canoeing,0,4,2
URU,Uruguay,Cycling,0,103,49
URU,Uruguay,Cycling Road,0,1,1
URU,Uruguay,Diving,0,1,1
URU,Uruguay,Equestrianism,0,9,6
URU,Uruguay,Fencing,0,45,19
URU,Uruguay,Football,31,47,39
URU,Uruguay,Judo,0,8,6
URU,Uruguay,Modern Pentathlon,0,11,7
URU,Uruguay,Rowing,0,47,36
URU,Uruguay,Rugby Sevens,0,14,14
URU,Uruguay,Sailing,0,38,29
URU,Uruguay,Shooting,0,7,7
URU,Uruguay,Swimming,0,73,28
URU,Uruguay,Taekwondo,0,1,1
URU,Uruguay,Tennis,0,2,2
URU,Uruguay,Water Polo,0,15,13
URU,Uruguay,Weightlifting,0,4,4
USA,United States,3x3 Basketball,4,12,12
USA,United States,Archery,22,198,71
USA,United States,Art Competitions,4,562,265
USA,United States,Artistic Gymnastics,9,143,16
USA,United States,Artistic Swimming,0,13,10
USA,United States,Athletics,596,3525,2048
USA,United States,Badminton,0,45,28
USA,United States,Baseball,24,88,88
USA,United States,Baseball/Softball,0,39,39
USA,United States,Basketball,329,389,300
USA,United States,Beach Volleyball,14,68,48
USA,United States,Boxing,50,273,260
USA,United States,Breaking,0,4,4
USA,United States,Canoe Slalom,0,9,4
USA,United States,Canoe Sprint,1,6,3
USA,United States,Canoeing,8,311,176
USA,United States,Cycling,16,523,271
USA,United States,Cycling BMX Freestyle,0,8,5
USA,United States,Cycling BMX Racing,0,12,9
USA,United States,Cycling Mountain Bike,0,8,6
USA,United States,Cycling Road,0,15,9
USA,United States,"Cycling Road, Cycling Track",0,5,2
USA,United States,"Cycling Road, Triathlon",0,2,1
USA,United States,Cycling Track,6,26,12
USA,United States,Diving,48,306,171
USA,United States,Equestrian,0,44,18
USA,United States,Equestrianism,30,456,143
USA,United States,Fencing,10,767,289
USA,United States,Figure Skating,0,5,3
USA,United States,Football,86,362,292
USA,United States,Golf,15,131,98
USA,United States,Gymnastics,60,2013,314
USA,United States,Handball,0,142,106
USA,United States,Hockey,0,198,162
USA,United States,Ice Hockey,0,11,11
USA,United States,Jeu De Paume,1,2,2
USA,United States,Judo,2,113,76
USA,United States,Karate,0,4,4
USA,United States,Lacrosse,0,12,12
USA,United States,Marathon Swimming,0,5,5
USA,United States,"Marathon Swimming, Swimming",0,3,1
USA,United States,Modern Pentathlon,0,101,56
USA,United States,Polo,2,12,12
USA,United States,Rhythmic Gymnastics,0,29,26
USA,United States,Roque,1,4,4
USA,United States,Rowing,190,907,710
USA,United States,Rugby,36,36,30
USA,United States,Rugby Sevens,0,77,58
USA,United States,Sailing,60,322,252
USA,United States,Shooting,121,711,307
USA,United States,Skateboarding,0,24,20
USA,United States,Softball,45,60,36
USA,United States,Sport Climbing,0,12,10
USA,United States,Surfing,2,9,6
USA,United States,Swimming,698,1854,765
USA,United States,Synchronized Swimming,16,62,42
USA,United States,Table Tennis,0,85,34
USA,United States,Taekwondo,3,24,18
USA,United States,Tennis,34,235,119
USA,United States,Trampoline Gymnastics,0,4,3
USA,United States,Trampolining,0,8,7
USA,United States,Triathlon,1,43,30
USA,United States,Tug-Of-War,5,35,35
USA,United States,Volleyball,48,313,195
USA,United States,Water Polo,45,369,242
USA,United States,Weightlifting,17,166,120
USA,United States,Wrestling,57,414,339
UZB,,Archery,0,4,2
UZB,Uzbekistan,Archery,0,4,2
UZB,,Artistic Gymnastics,0,26,4
UZB,Uzbekistan,Artistic Gymnastics,0,26,4
UZB,,Athletics,0,105,62
UZB,Uzbekistan,Athletics,0,105,62
UZB,,Boxing,10,72,56
UZB,Uzbekistan,Boxing,10,72,56
UZB,,Canoe Sprint,0,7,4
UZB,Uzbekistan,Canoe Sprint,0,7,4
UZB,,Canoeing,0,47,29
UZB,Uzbekistan,Canoeing,0,47,29
UZB,,Cycling,0,5,3
UZB,Uzbekistan,Cycling,0,5,3
UZB,,Cycling Road,0,6,4
UZB,Uzbekistan,Cycling Road,0,6,4
UZB,,Diving,0,1,1
UZB,Uzbekistan,Diving,0,1,1
UZB,,Fencing,0,7,6
UZB,Uzbekistan,Fencing,0,7,6
UZB,,Football,0,21,21
UZB,Uzbekistan,Football,0,21,21
UZB,,Gymnastics,0,35,4
UZB,Uzbekistan,Gymnastics,0,35,4
UZB,,Judo,1,85,47
UZB,Uzbekistan,Judo,1,85,47
UZB,,Modern Pentathlon,0,3,2
UZB,Uzbekistan,Modern Pentathlon,0,3,2
UZB,,Rhythmic Gymnastics,0,19,19
UZB,Uzbekistan,Rhythmic Gymnastics,0,19,19
UZB,,Rowing,0,11,9
UZB,Uzbekistan,Rowing,0,11,9
UZB,,Shooting,0,22,9
UZB,Uzbekistan,Shooting,0,22,9
UZB,,Swimming,0,61,31
UZB,Uzbekistan,Swimming,0,61,31
UZB,,Table Tennis,0,2,2
UZB,Uzbekistan,Table Tennis,0,2,2
UZB,,Taekwondo,2,20,13
UZB,Uzbekistan,Taekwondo,2,20,13
UZB,,Tennis,0,7,5
UZB,Uzbekistan,Tennis,0,7,5
UZB,,Trampolining,0,5,1
UZB,Uzbekistan,Trampolining,0,5,1
UZB,,Weightlifting,2,30,22
UZB,Uzbekistan,Weightlifting,2,30,22
UZB,,Wrestling,5,67,42
UZB,Uzbekistan,Wrestling,5,67,42
VAN,Vanuatu,Archery,0,1,1
VAN,Vanuatu,Athletics,0,26,17
VAN,Vanuatu,Boxing,0,2,2
VAN,Vanuatu,Judo,0,4,3
VAN,Vanuatu,Rowing,0,2,2
VAN,Vanuatu,Swimming,0,2,2
VAN,Vanuatu,Table Tennis,0,6,4
VAN,Vanuatu,Weightlifting,0,1,1
VEN,Venezuela,Archery,0,5,2
VEN,Venezuela,Art Competitions,0,1,1
VEN,Venezuela,Athletics,1,128,75
VEN,Venezuela,Basketball,0,22,22
VEN,Venezuela,Beach Volleyball,0,4,4
VEN,Venezuela,Boxing,1,87,78
VEN,Venezuela,Canoeing,0,5,3
VEN,Venezuela,Cycling,0,104,54
VEN,Venezuela,Cycling BMX Freestyle,0,1,1
VEN,Venezuela,Cycling Road,0,1,1
VEN,Venezuela,Diving,0,19,12
VEN,Venezuela,Equestrian,0,2,2
VEN,Venezuela,Equestrianism,0,10,6
VEN,Venezuela,Fencing,1,100,44
VEN,Venezuela,Football,0,16,16
VEN,Venezuela,Golf,0,2,1
VEN,Venezuela,Gymnastics,0,23,3
VEN,Venezuela,Judo,0,44,33
VEN,Venezuela,Karate,0,3,3
VEN,Venezuela,Marathon Swimming,0,1,1
VEN,Venezuela,Rowing,0,4,4
VEN,Venezuela,Sailing,0,22,17
VEN,Venezuela,Shooting,0,61,38
VEN,Venezuela,Softball,0,15,15
VEN,Venezuela,Swimming,0,172,57
VEN,Venezuela,Synchronized Swimming,0,5,4
VEN,Venezuela,Table Tennis,0,12,5
VEN,Venezuela,Taekwondo,0,11,8
VEN,Venezuela,Tennis,0,11,6
VEN,Venezuela,Triathlon,0,2,1
VEN,Venezuela,Volleyball,0,34,34
VEN,Venezuela,Weightlifting,0,36,29
VEN,Venezuela,Wrestling,0,39,32
VIE,Vietnam,Archery,0,8,3
VIE,Vietnam,Artistic Gymnastics,0,3,2
VIE,Vietnam,Athletics,0,31,25
VIE,Vietnam,Badminton,0,9,6
VIE,Vietnam,Boxing,0,6,6
VIE,Vietnam,Canoe Sprint,0,1,1
VIE,Vietnam,Canoeing,0,1,1
VIE,Vietnam,Cycling,0,1,1
VIE,Vietnam,Cycling Road,0,1,1
VIE,Vietnam,Fencing,0,5,5
VIE,Vietnam,Gymnastics,0,14,3
VIE,Vietnam,Judo,0,5,4
VIE,Vietnam,Rowing,0,9,9
VIE,Vietnam,Shooting,1,27,16
VIE,Vietnam,Swimming,0,44,24
VIE,Vietnam,Table Tennis,0,2,1
VIE,Vietnam,Taekwondo,0,10,9
VIE,Vietnam,Weightlifting,0,12,10
VIE,Vietnam,Wrestling,0,8,7
VIN,Saint Vincent and the Grenadines,Athletics,0,39,24
VIN,Saint Vincent and the Grenadines,Swimming,0,10,10
VNM,,Athletics,0,5,4
VNM,,Boxing,0,1,1
VNM,,Cycling,0,31,17
VNM,,Fencing,0,8,3
VNM,,Judo,0,3,3
VNM,,Shooting,0,5,4
VNM,,Swimming,0,9,7
WIF,,Athletics,0,12,7
WIF,,Cycling,0,3,1
WIF,,Sailing,0,2,2
WIF,,Shooting,0,2,2
WIF,,Weightlifting,0,1,1
YAR,,Athletics,0,7,6
YAR,,Judo,0,2,2
YAR,,Wrestling,0,2,2
YEM,Yemen,Athletics,0,16,15
YEM,Yemen,Gymnastics,0,4,1
YEM,Yemen,Judo,0,10,9
YEM,Yemen,Shooting,0,2,2
YEM,Yemen,Swimming,0,7,6
YEM,Yemen,Taekwondo,0,2,2
YEM,Yemen,Wrestling,0,1,1
YMD,,Athletics,0,3,3
YMD,,Boxing,0,2,2
YUG,Serbia,Archery,0,2,2
YUG,Serbia,Art Competitions,0,15,11
YUG,Serbia,Athletics,0,195,135
YUG,Serbia,Basketball,12,132,91
YUG,Serbia,Boxing,3,45,36
YUG,Serbia,Canoeing,3,48,27
YUG,Serbia,Cycling,0,82,43
YUG,Serbia,Diving,0,2,1
YUG,Serbia,Equestrianism,0,7,4
YUG,Serbia,Fencing,0,25,16
YUG,Serbia,Football,16,160,146
YUG,Serbia,Gymnastics,5,647,75
YUG,Serbia,Handball,43,115,85
YUG,Serbia,Judo,0,24,15
YUG,Serbia,Rhythmic Gymnastics,0,4,3
YUG,Serbia,Rowing,4,132,109
YUG,Serbia,Sailing,0,18,12
YUG,Serbia,Shooting,2,57,30
YUG,Serbia,Swimming,1,104,45
YUG,Serbia,Table Tennis,0,9,5
YUG,Serbia,Tennis,0,6,4
YUG,Serbia,Volleyball,0,12,12
YUG,Serbia,Water Polo,37,122,73
YUG,Serbia,Weightlifting,0,4,4
YUG,Serbia,Wrestling,4,79,54
ZAM,Zambia,Athletics,0,80,52
ZAM,Zambia,Badminton,0,1,1
ZAM,Zambia,Boxing,0,56,48
ZAM,Zambia,Fencing,0,1,1
ZAM,Zambia,Football,0,74,63
ZAM,Zambia,Judo,0,14,14
ZAM,Zambia,Swimming,0,18,13
ZAM,Zambia,Wrestling,0,2,2
ZIM,Zimbabwe,Archery,0,9,6
ZIM,Zimbabwe,Athletics,0,87,52
ZIM,Zimbabwe,Boxing,0,11,10
ZIM,Zimbabwe,Cycling,0,9,7
ZIM,Zimbabwe,Diving,0,17,9
ZIM,Zimbabwe,Equestrianism,0,1,1
ZIM,Zimbabwe,Football,0,17,17
ZIM,Zimbabwe,Golf,0,1,1
ZIM,Zimbabwe,Hockey,15,30,30
ZIM,Zimbabwe,Judo,0,7,5
ZIM,Zimbabwe,Rowing,0,9,8
ZIM,Zimbabwe,Sailing,0,8,8
ZIM,Zimbabwe,Shooting,0,21,15
ZIM,Zimbabwe,Swimming,2,71,27
ZIM,Zimbabwe,Tennis,0,19,8
ZIM,Zimbabwe,Triathlon,0,3,2
ZIM,Zimbabwe,Weightlifting,0,1,1
